Instance: uvm_test_top.top_env_i.ahbfab_env_i.mvc_ahb_mst_5_env_i.logger_handle_ahb
AHB Clk Cycle = 5 ns; AHB Clk Frequency = 200.00 MHz; Data bus width = 32 bits
------------------------------------------------------------------------------------------------------------------------------------------
|NONSEQ/SEQ Assert Time |  HREADY Assert Time   |  DIR     |   ADDR   | BEAT  |  L |   DATA   |  RESP  | BURST| BURST   | H |    HSEL    |
|                       |                       |   -      |          |  NUM  |  E |          |        | Type | Size    | P |   (SLAVE   |
|                       |                       | PHASE    |          |       |  N |          |        |      |= 2^HSIZE| R |    INDEX)  |
|                       |                       |          |          |       |    |          |        |      | bytes   | O |            |
|                       |                       |          |          |       |    |          |        |      |         | T |            |
|                       |                       |          |          |       |    |          |        |      |         |   |            |
------------------------------------------------------------------------------------------------------------------------------------------
|              795751 ns|              795756 ns|RD-NONSEQ | AFCDCE30 | ----- |  4 | -------- |  ----  |INCR4 |    4    | D |           0|
|              795751 ns|              795756 ns|RD-DATA   | AFCDCE4C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              795756 ns|              795866 ns|RD-DATA   | AFCDCE30 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              795866 ns|              795871 ns|RD-DATA   | AFCDCE34 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              795871 ns|              795876 ns|RD-DATA   | AFCDCE38 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              795876 ns|              795881 ns|RD-NONSEQ | AFCDCE20 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 8 |           0|
|              795876 ns|              795881 ns|RD-DATA   | AFCDCE3C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              795881 ns|              795991 ns|RD-DATA   | AFCDCE20 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              795991 ns|              795996 ns|RD-DATA   | AFCDCE24 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              795996 ns|              796001 ns|RD-DATA   | AFCDCE28 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796001 ns|              796006 ns|RD-NONSEQ | AFCDCE10 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 2 |           0|
|              796001 ns|              796006 ns|RD-DATA   | AFCDCE2C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796006 ns|              796116 ns|RD-DATA   | AFCDCE10 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796116 ns|              796121 ns|RD-DATA   | AFCDCE14 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796121 ns|              796126 ns|RD-DATA   | AFCDCE18 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796126 ns|              796131 ns|RD-NONSEQ | AFCDCE00 | ----- |  4 | -------- |  ----  |INCR4 |    4    | E |           0|
|              796126 ns|              796131 ns|RD-DATA   | AFCDCE1C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796131 ns|              796241 ns|RD-DATA   | AFCDCE00 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796241 ns|              796246 ns|RD-DATA   | AFCDCE04 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796246 ns|              796251 ns|RD-DATA   | AFCDCE08 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796251 ns|              796256 ns|RD-NONSEQ | AFCDCDF0 | ----- |  4 | -------- |  ----  |INCR4 |    4    | D |           0|
|              796251 ns|              796256 ns|RD-DATA   | AFCDCE0C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796256 ns|              796366 ns|RD-DATA   | AFCDCDF0 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796366 ns|              796371 ns|RD-DATA   | AFCDCDF4 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796371 ns|              796376 ns|RD-DATA   | AFCDCDF8 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796376 ns|              796381 ns|RD-NONSEQ | AFCDCDE0 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 6 |           0|
|              796376 ns|              796381 ns|RD-DATA   | AFCDCDFC |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796381 ns|              796491 ns|RD-DATA   | AFCDCDE0 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796491 ns|              796496 ns|RD-DATA   | AFCDCDE4 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796496 ns|              796501 ns|RD-DATA   | AFCDCDE8 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796501 ns|              796506 ns|RD-NONSEQ | AFCDCDD0 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 5 |           0|
|              796501 ns|              796506 ns|RD-DATA   | AFCDCDEC |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796506 ns|              796616 ns|RD-DATA   | AFCDCDD0 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796616 ns|              796621 ns|RD-DATA   | AFCDCDD4 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796621 ns|              796626 ns|RD-DATA   | AFCDCDD8 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796626 ns|              796631 ns|RD-NONSEQ | AFCDCDC0 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 8 |           0|
|              796626 ns|              796631 ns|RD-DATA   | AFCDCDDC |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796631 ns|              796741 ns|RD-DATA   | AFCDCDC0 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796741 ns|              796746 ns|RD-DATA   | AFCDCDC4 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796746 ns|              796751 ns|RD-DATA   | AFCDCDC8 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796751 ns|              796756 ns|RD-NONSEQ | AFCDCDB0 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 8 |           0|
|              796751 ns|              796756 ns|RD-DATA   | AFCDCDCC |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796756 ns|              796866 ns|RD-DATA   | AFCDCDB0 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796866 ns|              796871 ns|RD-DATA   | AFCDCDB4 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796871 ns|              796876 ns|RD-DATA   | AFCDCDB8 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796876 ns|              796881 ns|RD-NONSEQ | AFCDCDA0 | ----- |  4 | -------- |  ----  |INCR4 |    4    | E |           0|
|              796876 ns|              796881 ns|RD-DATA   | AFCDCDBC |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796881 ns|              796991 ns|RD-DATA   | AFCDCDA0 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796991 ns|              796996 ns|RD-DATA   | AFCDCDA4 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              796996 ns|              797001 ns|RD-DATA   | AFCDCDA8 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797001 ns|              797006 ns|RD-NONSEQ | AFCDCD90 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 9 |           0|
|              797001 ns|              797006 ns|RD-DATA   | AFCDCDAC |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797006 ns|              797116 ns|RD-DATA   | AFCDCD90 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797116 ns|              797121 ns|RD-DATA   | AFCDCD94 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797121 ns|              797126 ns|RD-DATA   | AFCDCD98 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797126 ns|              797131 ns|RD-NONSEQ | AFCDCD80 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 2 |           0|
|              797126 ns|              797131 ns|RD-DATA   | AFCDCD9C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797131 ns|              797241 ns|RD-DATA   | AFCDCD80 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797241 ns|              797246 ns|RD-DATA   | AFCDCD84 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797246 ns|              797251 ns|RD-DATA   | AFCDCD88 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797251 ns|              797256 ns|RD-NONSEQ | AFCDCD70 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 3 |           0|
|              797251 ns|              797256 ns|RD-DATA   | AFCDCD8C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797256 ns|              797366 ns|RD-DATA   | AFCDCD70 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797366 ns|              797371 ns|RD-DATA   | AFCDCD74 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797371 ns|              797376 ns|RD-DATA   | AFCDCD78 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797376 ns|              797381 ns|RD-NONSEQ | AFCDCD60 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 3 |           0|
|              797376 ns|              797381 ns|RD-DATA   | AFCDCD7C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797381 ns|              797491 ns|RD-DATA   | AFCDCD60 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797491 ns|              797496 ns|RD-DATA   | AFCDCD64 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797496 ns|              797501 ns|RD-DATA   | AFCDCD68 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797501 ns|              797506 ns|RD-NONSEQ | AFCDCD50 | ----- |  4 | -------- |  ----  |INCR4 |    4    | D |           0|
|              797501 ns|              797506 ns|RD-DATA   | AFCDCD6C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797506 ns|              797616 ns|RD-DATA   | AFCDCD50 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797616 ns|              797621 ns|RD-DATA   | AFCDCD54 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797621 ns|              797626 ns|RD-DATA   | AFCDCD58 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797626 ns|              797631 ns|RD-NONSEQ | AFCDCD40 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 7 |           0|
|              797626 ns|              797631 ns|RD-DATA   | AFCDCD5C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797631 ns|              797741 ns|RD-DATA   | AFCDCD40 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797741 ns|              797746 ns|RD-DATA   | AFCDCD44 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797746 ns|              797751 ns|RD-DATA   | AFCDCD48 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797751 ns|              797756 ns|RD-NONSEQ | AFCDCD30 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 2 |           0|
|              797751 ns|              797756 ns|RD-DATA   | AFCDCD4C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797756 ns|              797866 ns|RD-DATA   | AFCDCD30 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797866 ns|              797871 ns|RD-DATA   | AFCDCD34 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797871 ns|              797876 ns|RD-DATA   | AFCDCD38 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797876 ns|              797881 ns|RD-NONSEQ | AFCDCD20 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 6 |           0|
|              797876 ns|              797881 ns|RD-DATA   | AFCDCD3C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797881 ns|              797991 ns|RD-DATA   | AFCDCD20 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797991 ns|              797996 ns|RD-DATA   | AFCDCD24 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              797996 ns|              798001 ns|RD-DATA   | AFCDCD28 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798001 ns|              798006 ns|RD-NONSEQ | AFCDCD10 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 9 |           0|
|              798001 ns|              798006 ns|RD-DATA   | AFCDCD2C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798006 ns|              798116 ns|RD-DATA   | AFCDCD10 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798116 ns|              798121 ns|RD-DATA   | AFCDCD14 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798121 ns|              798126 ns|RD-DATA   | AFCDCD18 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798126 ns|              798131 ns|RD-NONSEQ | AFCDCD00 | ----- |  4 | -------- |  ----  |INCR4 |    4    | D |           0|
|              798126 ns|              798131 ns|RD-DATA   | AFCDCD1C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798131 ns|              798241 ns|RD-DATA   | AFCDCD00 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798241 ns|              798246 ns|RD-DATA   | AFCDCD04 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798246 ns|              798251 ns|RD-DATA   | AFCDCD08 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798251 ns|              798256 ns|RD-NONSEQ | AFCDCCF0 | ----- |  4 | -------- |  ----  |INCR4 |    4    | E |           0|
|              798251 ns|              798256 ns|RD-DATA   | AFCDCD0C |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798256 ns|              798366 ns|RD-DATA   | AFCDCCF0 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798366 ns|              798371 ns|RD-DATA   | AFCDCCF4 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798371 ns|              798376 ns|RD-DATA   | AFCDCCF8 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798376 ns|              798381 ns|RD-NONSEQ | AFCDCCE0 | ----- |  4 | -------- |  ----  |INCR4 |    4    | B |           0|
|              798376 ns|              798381 ns|RD-DATA   | AFCDCCFC |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798381 ns|              798491 ns|RD-DATA   | AFCDCCE0 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798491 ns|              798496 ns|RD-DATA   | AFCDCCE4 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798496 ns|              798501 ns|RD-DATA   | AFCDCCE8 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798501 ns|              798506 ns|RD-NONSEQ | AFCDCCD0 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 6 |           0|
|              798501 ns|              798506 ns|RD-DATA   | AFCDCCEC |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798506 ns|              798616 ns|RD-DATA   | AFCDCCD0 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798616 ns|              798621 ns|RD-DATA   | AFCDCCD4 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798621 ns|              798626 ns|RD-DATA   | AFCDCCD8 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798626 ns|              798631 ns|RD-NONSEQ | AFCDCCC0 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 8 |           0|
|              798626 ns|              798631 ns|RD-DATA   | AFCDCCDC |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798631 ns|              798741 ns|RD-DATA   | AFCDCCC0 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798741 ns|              798746 ns|RD-DATA   | AFCDCCC4 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798746 ns|              798751 ns|RD-DATA   | AFCDCCC8 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798751 ns|              798756 ns|RD-NONSEQ | AFCDCCB0 | ----- |  4 | -------- |  ----  |INCR4 |    4    | 5 |           0|
|              798751 ns|              798756 ns|RD-DATA   | AFCDCCCC |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798756 ns|              798866 ns|RD-DATA   | AFCDCCB0 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798866 ns|              798871 ns|RD-DATA   | AFCDCCB4 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798871 ns|              798876 ns|RD-DATA   | AFCDCCB8 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798876 ns|              798881 ns|RD-NONSEQ | AFCDCCA0 | ----- |  4 | -------- |  ----  |INCR4 |    4    | A |           0|
|              798876 ns|              798881 ns|RD-DATA   | AFCDCCBC |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798881 ns|              798991 ns|RD-DATA   | AFCDCCA0 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798991 ns|              798996 ns|RD-DATA   | AFCDCCA4 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              798996 ns|              799001 ns|RD-DATA   | AFCDCCA8 |  4/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              799001 ns|              799006 ns|RD-NONSEQ | AFCDCC90 | ----- |  4 | -------- |  ----  |INCR4 |    4    | B |           0|
|              799001 ns|              799006 ns|RD-DATA   | AFCDCCAC |  1/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              799006 ns|              799116 ns|RD-DATA   | AFCDCC90 |  2/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
|              799116 ns|              799121 ns|RD-DATA   | AFCDCC94 |  3/ 4 | -- | 00000000 |  OKAY  | ---- | ------- | - | ---------- |
